# ROAD NETWORK GRAPH - TIRANA, ALBANIA
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 9,433; E = 18,365;
source,target,weight
1863305535,4546506955,22.04
1863305535,4546506951,20.17
4546506951,1863305535,20.17
4546506951,11117937472,4.92
11117937472,4546506951,4.92
11117937472,11117937476,4.95
11117937476,11117937472,4.95
11117937476,4652898595,22.41
4652898595,11117937476,22.41
4652898595,11956635426,10.73
11956635426,4652898595,10.73
11956635426,12993807158,21.84
12993807158,11956635426,21.84
12993807158,4546507351,4.09
4546507351,12993807158,4.09
4546507351,559762604,14.89
559762604,4546507351,14.89
15493703,12997137337,6.18
12997137337,4547969121,3.43
4547969121,11117835887,24.95
11117835887,4547967328,49.00
4547967328,1844585945,17.82
1844585945,11379650381,24.92
11379650381,4653389035,20.71
4653389035,11379650383,27.26
11379650383,10991161514,23.60
10991161514,6178479184,15.47
6178479184,1844585944,6.13
1854612498,258204691,38.35
258204691,4539916503,34.50
4539916503,1854612499,4.69
1854612499,11106084034,56.35
11106084034,6882923945,72.58
6882923945,4157620341,6.91
4157620341,4653384387,3.65
4653384387,4370965307,51.50
4370965307,2608865172,20.78
2608865172,11072167885,16.82
11072167885,4653148031,59.50
4653148031,4370965306,3.48
4370965306,11092548682,34.68
11092548682,2608865181,52.76
2608865181,4370934967,29.72
4370934967,6178380330,13.73
6178380330,1843778436,7.64
1458030825,4553151348,4.81
4553151348,4653388753,38.11
4653388753,4553151350,12.82
4553151350,10991139160,17.58
10991139160,4553151349,9.19
4553151349,10991157983,7.13
10991157983,1844598936,22.05
1844598936,4653431024,6.23
4653431024,4553151351,17.66
4553151351,1844598935,20.60
1844598935,1844598934,27.15
1844598934,1844598933,58.53
1844598933,4653388738,4.04
4653388738,2608876434,47.49
2608876434,9138969331,12.56
9138969331,1844598928,27.93
1845763932,6871817289,2.67
6871817289,1845763932,2.67
6871817289,1879011902,42.56
1879011902,6871817289,42.56
1879011902,6949961494,17.93
6949961494,1879011902,17.93
6949961494,6952833309,12.79
6952833309,6949961494,12.79
6952833309,4659180764,1.91
4659180764,6952833309,1.91
4659180764,1564401205,47.55
1564401205,4659180764,47.55
1564401205,1564400941,23.88
1564400941,1564401205,23.88
1564400941,6949961493,6.41
6949961493,1564400941,6.41
6949961493,12992137267,4.55
12992137267,6949961493,4.55
12992137267,4551140734,1.92
4551140734,12992137267,1.92
4551140734,1842432783,6.09
1842432783,4551140734,6.09
1847297804,4655550695,4.62
4655550695,1847297584,23.53
1847297802,11201005894,4.35
11201005894,1847297802,4.35
11201005894,1847297792,67.93
1847297792,11201005894,67.93
4655550188,6946165120,31.74
6946165120,4655550188,31.74
6946165120,6946165121,8.52
6946165121,6946165120,8.52
6946165121,1847297809,12.05
1847297809,6946165121,12.05
1847297582,1847297596,28.83
1847297596,1847297582,28.83
1847297596,4663240122,20.22
4663240122,1847297596,20.22
4663240122,1847297669,4.58
1847297669,4663240122,4.58
1847297877,4655550699,4.87
4655550699,11265540027,16.26
11265540027,1847297610,51.05
4655547956,6946165128,10.78
6946165128,4655550710,10.07
4655550710,4655550709,3.52
4655550709,1847297772,17.83
1847297772,1847297783,25.61
1847297783,1847297919,28.67
1847297919,1847297866,44.41
1847297866,4655550696,23.51
4655550696,1847297696,4.48
1847297824,7185443020,2.69
7185443020,7185443017,2.76
7185443017,7185443016,6.37
7185443016,1847297800,3.38
1847297800,1847297668,2.77
1847297668,11265540057,12.44
11265540057,4655550691,26.24
4655550691,1847297886,7.34
1847297886,4655550693,4.51
4655550693,1847297591,3.92
1847297591,1847297913,9.27
1847297913,1847297548,7.16
1847297548,1847297809,21.67
1847297809,1847297904,19.87
1847297698,4655550698,67.61
4655550698,1842446699,4.72
1847297772,1847297669,46.87
1847297669,1847297772,46.87
1847297669,1847297855,36.14
1847297855,1847297669,36.14
2445909793,4545057679,9.83
4545057679,15493942,170.56
15493942,2418944805,38.25
2418944805,2418944804,44.18
2418944804,2418944803,46.52
2418944803,12993807156,28.84
12993807156,3659234137,3.71
3659234137,559762604,15.05
1850614899,6159133304,4.16
6159133304,1850614899,4.16
6159133304,5861307475,3.83
5861307475,6159133304,3.83
5861307475,5297437903,3.30
5297437903,5861307475,3.30
5297437903,4621152071,7.36
4621152071,5297437903,7.36
4621152071,5297437902,7.32
5297437902,4621152071,7.32
5297437902,4628694289,8.18
4628694289,5297437902,8.18
4628694289,1850614885,5.45
1850614885,4628694289,5.45
1850614885,5295338285,15.85
5295338285,1850614885,15.85
5295338285,4621152070,7.31
4621152070,5295338285,7.31
4621152070,5295338278,31.49
5295338278,4621152070,31.49
5295338278,6949711652,11.10
6949711652,5295338278,11.10
6949711652,5295338277,26.95
5295338277,6949711652,26.95
5295338277,12076080303,4.26
12076080303,5295338277,4.26
12076080303,11769809223,3.10
11769809223,12076080303,3.10
11769809223,4623649412,26.32
4623649412,11769809223,26.32
4623649412,5295338275,7.08
5295338275,4623649412,7.08
5295338275,1850614905,7.30
1850614905,5295338275,7.30
1850614905,5295338274,10.56
